name,phone,address,city,state,zip,latitude,longitude,county
LUCY RAGSDALE HIGH,3368192960,602 HIGH POINT RD,JAMESTOWN,NC,27282,35.995408,-79.916542,GUILFORD COUNTY
NORTHEAST GUILFORD HIGH,3363752500,6700 MCLEANSVILLE RD,MCLEANSVILLE,NC,27301,36.155731,-79.67334,GUILFORD COUNTY
NORTHWEST GUILFORD HIGH,3366053300,5240 NW SCHOOL RD,GREENSBORO,NC,27409,36.154964,-79.954213,GUILFORD COUNTY
SOUTHEAST GUILFORD HIGH,3366744300,4530 SE SCHOOL RD,GREENSBORO,NC,27406,35.973114,-79.695858,GUILFORD COUNTY
SOUTHERN GUILFORD HIGH,3366744250,5700 DRAKE RD,GREENSBORO,NC,27406,35.947663,-79.855964,GUILFORD COUNTY
WESTERN GUILFORD HIGH,3363165800,409 FRIENDWAY RD,GREENSBORO,NC,27410,36.082508,-79.903808,GUILFORD COUNTY
HIGH POINT CENTRAL HIGH,3368192825,801 FERNDALE BLVD,HIGH POINT,NC,27262,35.958018,-80.019777,GUILFORD COUNTY
T WINGATE ANDREWS HIGH,3368192800,1920 MCGUINN DR,HIGH POINT,NC,27265,35.984095,-79.989262,GUILFORD COUNTY
SOUTHWEST GUILFORD HIGH,3368192970,4364 BARROW RD,HIGH POINT,NC,27265,36.044646,-79.985979,GUILFORD COUNTY
GC MIDDLE COLLEGE HIGH,3363708300,108 ODELL STREET,GREENSBORO,NC,27401,36.070512,-79.801191,GUILFORD COUNTY
GTCC MIDDLE COLLEGE HIGH,3368192957,601 HIGH POINT ROAD,JAMESTOWN,NC,27282,35.997198,-79.921812,GUILFORD COUNTY
MIDDLE COLLEGE HIGH AT BENNETT,3363708636,600 GORRELL STREET,GREENSBORO,NC,27406,36.06641,-79.780907,GUILFORD COUNTY
MIDDLE COLLEGE HIGH AT NC A&T,3366910941,1601 EAST MARKET STREET,GREENSBORO,NC,27411,36.073128,-79.776032,GUILFORD COUNTY
GTCC EAST MIDDLE COLLEGE HIGH,3363708984,501 WEST WASHINGTON STREET,GREENBORO,NC,27401,36.070196,-79.783191,GUILFORD COUNTY
HIGH POINT GTCC MIDDLE COLLEGE,3368192700,901 SOUTH MAIN STREET,HIGH POINT,NC,27260,35.946341,-80.002652,GUILFORD COUNTY
SCALE IN HIGH POINT,3365452030,529 WEST GRIMES STREET,HIGH POINT,NC,27260,35.949318,-80.010207,GUILFORD COUNTY
HIGH SCHOOL AHEAD ACADEMY,3363708100,401 COLLEGE ROAD,GREENSBORO,NC,27410,36.083353,-79.894689,GUILFORD COUNTY
THE ACADEMY AT HIGH POINT CENTRAL,3363708100,712 N EUGENE ST,GREENSBORO,NC,27402,36.080844,-79.792886,GUILFORD COUNTY
NORTHERN GUILFORD HIGH,3363708100,7101 SPENCER-DIXON RD,GREENSBORO,NC,27455,36.208328,-79.80284,GUILFORD COUNTY
NORTHWEST HIGH,2525864125,8492 HWY 48,LITTLETON,NC,27850,36.38668,-77.78584,HALIFAX COUNTY
SOUTHEAST HALIFAX HIGH,2524452027,16683 HWY 125,HALIFAX,NC,27839,36.21885,-77.55245,HALIFAX COUNTY
HARNETT CENTRAL HIGH,9196396161,2911 HARNETT CENTRAL RD,ANGIER,NC,27501,35.460607,-78.77852,HARNETT COUNTY
WESTERN HARNETT HIGH,9194995113,10637 NC HWY 27 WEST,LILLINGTON,NC,27546,35.338527,-79.015996,HARNETT COUNTY
TRITON HIGH,9108978121,215 MAYNARD LAKE ROAD,ERWIN,NC,28339,35.335505,-78.670536,HARNETT COUNTY
HIGHLAND ELEMENTARY,9194992200,1915 BUFFALO LAKE ROAD,SANFORD,NC,27330,35.318654,-79.044088,HARNETT COUNTY
OVERHILLS HIGH SCHOOL,9104361436,2495 RAY ROAD,SPRING LAKE,NC,28390,35.226352,-78.948941,HARNETT COUNTY
PISGAH HIGH,8286463440,1 BLACK BEAR LANE,CANTON,NC,28716,35.523231,-82.8415,HAYWOOD COUNTY
TUSCOLA HIGH,8284562408,564 TUSCOLA SCHOOL RD,WAYNESVILLE,NC,28786,35.521907,-82.951326,HAYWOOD COUNTY
CENTRAL HAYWOOD HIGH,8286278308,PO BOX 249,CLYDE,NC,28721,35.532807,-82.907846,HAYWOOD COUNTY
NORTH HENDERSON HIGH,8286974500,35 FRUITLAND ROAD,HENDERSONVIL,NC,28792,35.360457,-82.420107,HENDERSON COUNTY
EAST HENDERSON HIGH,8286974768,110 OLD UPWARD ROAD,EAST FLAT RO,NC,28726,35.297184,-82.423546,HENDERSON COUNTY
WEST HENDERSON HIGH,8288916571,3600 HAYWOOD ROAD,HENDERSONVIL,NC,28791,35.354859,-82.505638,HENDERSON COUNTY
HENDERSONVILLE HIGH,8286974802,311 8TH AVENUE W,HENDERSONVIL,NC,28791,35.321366,-82.464223,HENDERSON COUNTY
HENDERSON CO EARLY COLLEGE HIGH,8286974733,414 4TH AVENUE WEST,HENDERSONVIL,NC,28739,35.315908,-82.46443,HENDERSON COUNTY
HERTFORD COUNTY HIGH,2523324096,1500 W. FIRST ST.,AHOSKIE,NC,27910,36.29243,-76.99452,HERTFORD COUNTY
HICKORY HIGH,8283225860,1234 3RD STREET NE,HICKORY,NC,28601,35.7501,-81.33069,CATAWBA COUNTY
CATAWBA VALLEY HIGH,8283286738,409 8TH AVENUE NE,HICKORY,NC,28601,35.742665,-81.329926,CATAWBA COUNTY
HOKE COUNTY HIGH,9108752156,505 S BETHEL ROAD,RAEFORD,NC,28376,34.973316,-79.23434,HOKE COUNTY
MATTAMUSKEET HIGH,2529260221,20392 US 264,SWAN QUARTER,NC,27885,35.45223,-76.248108,HYDE COUNTY
HYDE COUNTY EASRLY COLLEGE HIGH,2529263281,20346 HIGHWAY US 264,SWAIN QUARTE,NC,28208,35.4421,-76.2191,HYDE COUNTY
NORTH IREDELL HIGH,7048764191,156 RAIDER ROAD,OLIN,NC,28660,35.929686,-80.868052,IREDELL COUNTY
SOUTH IREDELL HIGH,7045284536,299 OLD MOUNTAIN RD,STATESVILLE,NC,28677,35.717365,-80.90996,IREDELL COUNTY
WEST IREDELL HIGH,7048732181,213 WARRIOR DR,STATESVILLE,NC,28677,35.793564,-80.991133,IREDELL COUNTY
STATESVILLE HIGH,7048733491,474 N CENTER ST,STATESVILLE,NC,28677,35.792476,-80.892118,IREDELL COUNTY
LAKE NORMAN HIGH,7047998555,186 DOOLIE ROAD,MOORESVILLE,NC,28117,35.597647,-80.901912,IREDELL COUNTY
SMOKY MOUNTAIN HIGH,8285862177,100 SMOKY MOUNTAIN DRIVE,SYLVA,NC,28779,35.353071,-83.200675,JACKSON COUNTY
CLAYTON HIGH,9195534064,600 S FAYETTEVILLE ST,CLAYTON,NC,27520,35.649559,-78.464605,JOHNSTON COUNTY
NORTH JOHNSTON HIGH,9192842031,PO BOX 339,KENLY,NC,27542,35.576522,-78.16969,JOHNSTON COUNTY
PRINCETON HIGH,9199365011,PO BOX 38,PRINCETON,NC,27569,35.43068,-78.16568,JOHNSTON COUNTY
SMITHFIELD-SELMA HIGH,9199345191,PO BOX 1497,SMITHFIELD,NC,27577,35.529119,-78.325021,JOHNSTON COUNTY
SOUTH JOHNSTON HIGH,9198943146,10381 US HWY 301 S,FOUR OAKS,NC,27524,35.410741,-78.502017,JOHNSTON COUNTY
SOUTH CAMPUS COMMUNITY HIGH,9199346481,PO BOX 1336,SMITHFIELD,NC,27577,35.50223,-78.3408,JOHNSTON COUNTY
WEST JOHNSTON HIGH,9199347333,5935 RALEIGH ROAD,BENSON,NC,27504,35.522992,-78.542735,JOHNSTON COUNTY
JONES SENIOR HIGH,2524482451,1490 HWY 58 SOUTH,TRENTON,NC,28585,35.05422,-77.48236,JONES COUNTY
A L BROWN HIGH,7049326125,415 E 1ST STREET,KANNAPOLIS,NC,28083,35.496172,-80.619612,CABARRUS COUNTY
LEE COUNTY HIGH,9197767541,1708 NASH STREET,SANFORD,NC,27330,35.468209,-79.152095,LEE COUNTY
SOUTHERN LEE HIGH SCHOOL,9197182400,2301 TRAMWAY ROAD,SANFORD,NC,27332,35.438322,-79.187613,LEE COUNTY
KINSTON HIGH,2525278067,2601 N QUEEN ST,KINSTON,NC,28501,35.290208,-77.580364,LENOIR COUNTY
NORTH LENOIR HIGH,2525279184,2400 INSTITUTE ROAD,LA GRANGE,NC,28551,35.341912,-77.670244,LENOIR COUNTY
SOUTH LENOIR HIGH,2525686161,3355 OLD HWY 11 SOUTH,DEEP RUN,NC,28525,35.14412,-77.70521,LENOIR COUNTY
LENOIR CO EARLY COLLEGE HIGH,2522336870,231 HWY 58 SOUTH,KINSTON,NC,28502,35.23569,-77.57372,LENOIR COUNTY
LEXINGTON SENIOR HIGH,3362421574,26 PENRY STREET,LEXINGTON,NC,27292,35.832471,-80.250096,DAVIDSON COUNTY
EAST LINCOLN HIGH,7047361860,6471 HWY 73,DENVER,NC,28037,35.446151,-80.996798,LINCOLN COUNTY
LINCOLNTON HIGH,7047353089,803 N ASPEN ST,LINCOLNTON,NC,28092,35.479566,-81.258797,LINCOLN COUNTY
WEST LINCOLN HIGH,7042761402,172 SHOAL RD,LINCOLNTON,NC,28092,35.485765,-81.387958,LINCOLN COUNTY
NORTH LINCOLN HIGH SCHOOL,7047361969,2737 LEE LAWING ROAD,LINCOLNTON,NC,28092,35.536617,-81.115826,LINCOLN COUNTY
FRANKLIN HIGH,8285246467,100 PANTHER DRIVE,FRANKLIN,NC,28734,35.176134,-83.381126,MACON COUNTY
HIGHLANDS SCHOOL,8285262147,PO BOX 940,HIGHLANDS,NC,28741,35.0473,-83.195679,MACON COUNTY
MADISON HIGH,8286492876,5740 US HWY 25-70,MARSHALL,NC,28753,35.814528,-82.681354,MADISON COUNTY
MADISON EARLY COLLEGE HIGH,8286491953,4646 US HWY 2570,MARSHALL,NC,28753,35.805674,-82.665736,MADISON COUNTY
BEAR GRASS HIGH,2527923721,6344 E BEAR GRASS RD,WILLIAMSTON,NC,27892,35.767701,-77.127132,MARTIN COUNTY
JAMESVILLE HIGH,2527924428,PO BOX 189,JAMESVILLE,NC,27846,35.809981,-76.897299,MARTIN COUNTY
ROANOKE HIGH,2527954081,21077 NC HWY 903,ROBERSONVILL,NC,27871,35.843955,-77.249572,MARTIN COUNTY
WILLIAMSTON HIGH,2527927881,200 GODWIN AVE,WILLIAMSTON,NC,27892,35.839457,-77.067519,MARTIN COUNTY
EAST MCDOWELL JUNIOR HIGH,8286527711,676 STATE STREET,MARION,NC,28752,35.686971,-81.998409,MCDOWELL COUNTY
MCDOWELL HIGH,8286527920,600 MCDOWELL HIGH DRIVE,MARION,NC,28752,35.687105,-81.998058,MCDOWELL COUNTY
WEST MCDOWELL JUNIOR HIGH,8286523390,346 WEST MCDOWELL JR HIGH,MARION,NC,28752,35.69881,-82.03885,MCDOWELL COUNTY
EAST MECKLENBURG HIGH,9803436430,6800 MONROE RD,CHARLOTTE,NC,28212,35.175883,-80.757364,MECKLENBURG COUNTY
GARINGER HIGH,9803436450,1100 EASTWAY DR,CHARLOTTE,NC,28205,35.242361,-80.782859,MECKLENBURG COUNTY
HARDING UNIVERSITY HIGH,9803436007,2001 ALLEGHANY ST,CHARLOTTE,NC,28208,35.235661,-80.903189,MECKLENBURG COUNTY
HIGHLAND RENAISSANCE ACADEMY,9803435511,125 W CRAIGHEAD ROAD,CHARLOTTE,NC,28206,35.255635,-80.803382,MECKLENBURG COUNTY
INDEPENDENCE HIGH,9803436900,1967 PATRIOT DR,CHARLOTTE,NC,28227,35.197242,-80.687441,MECKLENBURG COUNTY
MYERS PARK HIGH,9803435800,2400 COLONY RD,CHARLOTTE,NC,28209,35.170892,-80.833392,MECKLENBURG COUNTY
NORTH MECKLENBURG HIGH,9803433840,11201 OLD STATESVILE RD,HUNTERSVILLE,NC,28078,35.372835,-80.833626,MECKLENBURG COUNTY
SOUTH MECKLENBURG HIGH,9803433600,8900 PARK RD,CHARLOTTE,NC,28210,35.109549,-80.859482,MECKLENBURG COUNTY
WEST CHARLOTTE HIGH,9803436060,2219 SENIOR DR,CHARLOTTE,NC,28216,35.265572,-80.858465,MECKLENBURG COUNTY
WEST MECKLENBURG HIGH,9803436080,7400 TUCKASEEGEE RD,CHARLOTTE,NC,28214,35.247262,-80.952876,MECKLENBURG COUNTY
PROVIDENCE HIGH,9803435390,1800 PINEVILLE-MATTHEWS RD,CHARLOTTE,NC,28270,35.110197,-80.763533,MECKLENBURG COUNTY
MIDWOOD HIGH/TATE TAPS,9803436011,1817 CENTRAL AVE,CHARLOTTE,NC,28205,35.220696,-80.809003,MECKLENBURG COUNTY
DAVID W BUTLER HIGH,9803436300,1810 MATTHEWS-MINT HILL RO,MATTHEWS,NC,28105,35.120501,-80.693504,MECKLENBURG COUNTY
ZEBULON B VANCE HIGH,9803435284,7600 IBM ROAD,CHARLOTTE,NC,28262,35.300196,-80.769612,MECKLENBURG COUNTY
E E WADDELL HIGH,9803436769,7030 NATIONS FORD ROAD,CHARLOTTE,NC,28217,35.15528,-80.900158,MECKLENBURG COUNTY
HOPEWELL HIGH,9803435988,11530 BEATTIES FORD ROAD,HUNTERSVILLE,NC,28078,35.37859,-80.911759,MECKLENBURG COUNTY
HIGHLAND MILL MONTESSORI,9803435525,3201 CLEMSON AVENUE,CHARLOTTE,NC,28205,35.24296,-80.803434,MECKLENBURG COUNTY
MALLARD CREEK HIGH,9803431341,3901 JOHNSON OEHLER ROAD,CHARLOTTE,NC,28269,35.3652,-80.77,MECKLENBURG COUNTY
HIGHLAND CREEK ELEM,9803431065,7242 HIGHLAND CREEK,CHARLOTTE,NC,28269,35.37836,-80.761628,MECKLENBURG COUNTY
ARDREY KELL HIGH,9803430860,10220 ARDREY KELL RD,CHARLOTTE,NC,28277,35.029168,-80.826899,MECKLENBURG COUNTY
MIDWOOD HIGH,9803433697,1817 CENTRAL AVE,CHARLOTTE,NC,28205,35.220696,-80.809003,MECKLENBURG COUNTY
LANCASTER HIGHWAY ELEMENTARY,9803433000,15425 SCHOLASTIC LANE,CHARLOTTE,NC,28562,35.0364,-80.8563,MECKLENBURG COUNTY
MINT HILL HIGH SCHOOL,9803433000,10505 CLEAR CREEK COMMERCE,CHARLOTTE,NC,28562,35.214252,-80.640044,MECKLENBURG COUNTY
BAILEY ROAD HIGH SCHOOL,9803433000,12420 BAILEY RD.,CORNELIUS,NC,28031,35.469489,-80.831633,MECKLENBURG COUNTY
MITCHELL HIGH,8286882101,416 LEDGER SCHOOL RD,BAKERSVILLE,NC,28705,35.971103,-82.118466,MITCHELL COUNTY
EAST MONTGOMERY HIGH,9104289641,157 EAGLE LANE,BISCOE,NC,27209,35.340171,-79.77705,MONTGOMERY COUNTY
WEST MONTGOMERY HIGH,9104396191,147 WARRIOR DRIVE,MOUNT GILEAD,NC,27306,35.296713,-79.961534,MONTGOMERY COUNTY
HIGHFALLS ELEMENTARY,9104643600,PO BOX 206,HIGHFALLS,NC,27259,35.48677,-79.52312,MOORE COUNTY
NORTH MOORE HIGH,9104643105,PO BOX 9,ROBBINS,NC,27325,35.428472,-79.585211,MOORE COUNTY
PINECREST HIGH,9106926554,100 VOIT GILMORE LANE,SOUTHERN PIN,NC,28387,35.18152,-79.43568,MOORE COUNTY
UNION PINES HIGH,9109475511,1981 UNION CHURCH RD,CAMERON,NC,28326,35.317967,-79.347128,MOORE COUNTY
MOORESVILLE SENIOR HIGH,7046645545,659 E CENTER AVE,MOORESVILLE,NC,28115,35.577925,-80.802051,IREDELL COUNTY
MOUNT AIRY HIGH,3367895147,1011 N SOUTH ST,MOUNT AIRY,NC,27030,36.511331,-80.615184,SURRY COUNTY
ROCKY MOUNT HIGH,2529773085,308 S TILLERY ST,ROCKY MOUNT,NC,27804,35.942301,-77.806413,NASH COUNTY
NORTHERN NASH HIGH,2529375600,4230 GREEN HILLS RD,ROCKY MOUNT,NC,27804,35.996163,-77.891757,NASH COUNTY
SOUTHERN NASH HIGH,2524785450,6446 SOUTHERN NASH HIGH RD,BAILEY,NC,27807,35.851537,-78.085947,NASH COUNTY
NASH CENTRAL HIGH,2524512860,4279 NASH CENTRAL HIGH ROA,ROCKY MOUNT,NC,27804,35.957367,-77.89894,NASH COUNTY
N-RMS MIDDLE COLLEGE HIGH,2524512890,530 N OLD CARRIAGE ROAD,ROCKY MOUNT,NC,27804,35.976861,-77.896507,NASH COUNTY
HAVELOCK HIGH,2524445112,101 WEBB BOULEVARD,HAVELOCK,NC,28532,34.877396,-76.895109,CRAVEN COUNTY
NEW BERN HIGH,2525146400,4200 ACADEMIC DRIVE,NEW BERN,NC,28562,35.098682,-77.114034,CRAVEN COUNTY
WEST CRAVEN HIGH,2522443200,2600 STREETS FERRY ROAD,VANCEBORO,NC,28586,35.29231,-77.151792,CRAVEN COUNTY
EARLY COLLEGE EAST HIGH,2525146300,3600 TRENT ROAD,NEW BERN,NC,28562,35.094333,-77.102227,CRAVEN COUNTY
EMSLEY A LANEY HIGH,9103502089,2700 N COLLEGE RD,WILMINGTON,NC,28405,34.30106,-77.875923,NEW HANOVER COUNTY
JOHN T HOGGARD HIGH,9103502072,4305 SHIPYARD BLVD,WILMINGTON,NC,28403,34.199165,-77.892924,NEW HANOVER COUNTY
NEW HANOVER HIGH,9102516100,1307 MARKET ST,WILMINGTON,NC,28401,34.237009,-77.932242,NEW HANOVER COUNTY
EUGENE ASHLEY HIGH,9107902360,555 VETERANS DRIVE,WILMINGTON,NC,28412,34.103893,-77.902242,NEW HANOVER COUNTY
ISAAC M BEAR HIGH,9109624246,601 S COLLEGE RD,WILMINGTON,NC,28403,34.227124,-77.879254,NEW HANOVER COUNTY
WILMINGTON EARLY COLLEGE HIGH,9107635431,4500 BLUE CLAY ROAD TOOM 2,CASTLE HAYNE,NC,28429,34.324288,-77.880486,NEW HANOVER COUNTY
NEWTON-CONOVER HIGH,8284650920,338 W 15TH STREET,NEWTON,NC,28658,35.679072,-81.225658,CATAWBA COUNTY
NORTHAMPTON HIGH-WEST,2525371910,152 HURRICANE DRIVE,GASTON,NC,27832,36.51038,-77.65224,NORTHAMPTON COUNTY
NORTHAMPTON HIGH-EAST,2525850627,750 NCHS-E ROAD,CONWAY,NC,27820,36.418374,-77.310333,NORTHAMPTON COUNTY
DIXON HIGH,9103472958,160 DIXON SCHOOL RD,HOLLY RIDGE,NC,28445,34.58658,-77.479729,ONSLOW COUNTY
JACKSONVILLE HIGH,9109892048,1021 HENDERSON DR,JACKSONVILLE,NC,28540,34.780057,-77.42599,ONSLOW COUNTY
RICHLANDS HIGH,9103244191,PO BOX 218,RICHLANDS,NC,28574,34.892999,-77.545829,ONSLOW COUNTY
SOUTHWEST HIGH,9104554888,1420 BURGAW HWY,JACKSONVILLE,NC,28540,34.737025,-77.514604,ONSLOW COUNTY
SWANSBORO HIGH,9103264300,161 QUEENS CREEK RD,SWANSBORO,NC,28584,34.70007,-77.154455,ONSLOW COUNTY
WHITE OAK HIGH,9104551541,1001 PINEY GREEN RD,JACKSONVILLE,NC,28546,34.769115,-77.351427,ONSLOW COUNTY
NORTHSIDE HIGH,9104554868,365 COMMONS DRIVE SOUTH,JACKSONVILLE,NC,28546,34.790574,-77.391401,ONSLOW COUNTY
ORANGE HIGH,9197326133,500 ORANGE HIGH RD,HILLSBOROUGH,NC,27278,36.092593,-79.09303,ORANGE COUNTY
CEDAR RIDGE HIGH,9192454000,1125 NEW GRADY BROWN SCH R,HILLSBOROUGH,NC,27278,36.052511,-79.126256,ORANGE COUNTY
PAMLICO COUNTY HIGH,2527453151,PO BOX 699,BAYBORO,NC,28515,35.143322,-76.778077,PAMLICO COUNTY
NORTHEASTERN HIGH,2523352932,963 OAK STUMP RD,ELIZABETH CI,NC,27909,36.269516,-76.272564,PASQUOTANK COUNTY
PASQUOTANK COUNTY HIGH,2523376880,1064 NORTHSIDE ROAD,ELIZABETH CI,NC,27909,36.36736,-76.283473,PASQUOTANK COUNTY
PENDER HIGH,9102590162,5380 NC HWY 53 W,BURGAW,NC,28425,34.544087,-78.017943,PENDER COUNTY
TOPSAIL HIGH,9102702755,17445 US HWY 17,HAMPSTEAD,NC,28443,34.457413,-77.603804,PENDER COUNTY
HEIDE TRASK HIGH,9106026810,14328 NC HWY 210,ROCKY POINT,NC,28457,34.432379,-77.894183,PENDER COUNTY
PERQUIMANS COUNTY HIGH,2524265778,PO BOX 398,HERTFORD,NC,27944,36.185046,-76.475169,PERQUIMANS COUNTY
PERSON HIGH,3365998321,1010 RIDGE RD,ROXBORO,NC,27573,36.416003,-78.975326,PERSON COUNTY
PERSON EARLY COLLEGE HIGH,3365992191,1715 COLLEGE DR,ROXBORO,NC,27573,36.431481,-78.979434,PERSON COUNTY
POLK COUNTY HIGH,8288942525,1681 EAST NC 108 HWY,COLUMBUS,NC,28722,35.26533,-82.18329,POLK COUNTY
EASTERN RANDOLPH HIGH,3368242351,390 E RANDOLPH RD,RAMSEUR,NC,27316,35.7582,-79.61922,RANDOLPH COUNTY
RANDLEMAN HIGH,3364982682,4396 TIGERS DEN RD,RANDLEMAN,NC,27317,35.826606,-79.82152,RANDOLPH COUNTY
SOUTHWESTERN RANDOLPH HIGH,3363817747,1641 HOPEWELL FRIENDS RD,ASHEBORO,NC,27205,35.624708,-79.870092,RANDOLPH COUNTY
TRINITY HIGH,3368616870,PO BOX 131,TRINITY,NC,27370,35.893839,-79.998057,RANDOLPH COUNTY
PROVIDENCE GROVE HIGH SCHOOL,3363186100,5555 MACK LINEBERRY ROAD,CLIMAX,NC,28025,35.848317,-79.711879,RANDOLPH COUNTY
WHEATMORE HIGH,3363186100,3678 FINCH FARM ROAD,TRINITY,NC,27370,35.824395,-80.012408,RANDOLPH COUNTY
ELLERBE JUNIOR HIGH,9106523231,128 W BALLARD STREET,ELLERBE,NC,28338,35.073774,-79.761415,RICHMOND COUNTY
HAMLET JUNIOR HIGH,9105827903,1406 MCDONALD AVE,HAMLET,NC,28345,34.890002,-79.72067,RICHMOND COUNTY
RICHMOND SENIOR HIGH,9109979812,PO BOX 1748,ROCKINGHAM,NC,28380,34.901415,-79.801466,RICHMOND COUNTY
ROCKINGHAM JUNIOR HIGH,9109979827,415 WALL STREET,ROCKINGHAM,NC,28379,34.944061,-79.763276,RICHMOND COUNTY
ROHANEN JUNIOR HIGH,9109979839,252 SCHOOL STREET,ROCKINGHAM,NC,28379,34.916487,-79.765432,RICHMOND COUNTY
RICHMOND EARLY COLLEGE HIGH,9105825860,1042 W. HAMLET AVE,HAMLET,NC,28345,34.90241,-79.711629,RICHMOND COUNTY
ROANOKE RAPIDS HIGH,2525378563,800 HAMILTON ST,ROANOKE RAPI,NC,27870,36.458987,-77.654353,HALIFAX COUNTY
PURNELL SWETT HIGH,9105213253,PO BOX 1210,PEMBROKE,NC,28372,34.687047,-79.237777,ROBESON COUNTY
SOUTH ROBESON HIGH,9104223987,3268 SOUTH ROBESON RD,ROWLAND,NC,28383,34.544542,-79.255228,ROBESON COUNTY
FAIRMONT HIGH,9106286727,5419 OLD STAGE ROAD,FAIRMONT,NC,28340,34.480077,-79.096239,ROBESON COUNTY
LUMBERTON JUNIOR HIGH,9107389611,82 MARION RD,LUMBERTON,NC,28358,34.603928,-79.031428,ROBESON COUNTY
LUMBERTON SENIOR HIGH,9106716050,3901 FAYETTEVILLE RD,LUMBERTON,NC,28358,34.645515,-79.000066,ROBESON COUNTY
RED SPRINGS HIGH,9108434211,509 N VANCE STREET,RED SPRINGS,NC,28377,34.823519,-79.184416,ROBESON COUNTY
SAINT PAULS HIGH,9108654177,648 NORTH STAGE RD,SAINT PAULS,NC,28384,34.8126,-78.97637,ROBESON COUNTY
JOHN M MOREHEAD HIGH,3366277731,134 N PIERCE ST,EDEN,NC,27288,36.50337,-79.736505,ROCKINGHAM COUNTY
REIDSVILLE HIGH,3363496361,1901 S PARK DR,REIDSVILLE,NC,27320,36.331317,-79.675905,ROCKINGHAM COUNTY
ROCKINGHAM COUNTY HIGH,3366343220,PO BOX 98,WENTWORTH,NC,27375,36.385862,-79.74248,ROCKINGHAM COUNTY
DALTON MCMICHAEL HIGH,3364275165,6845 HWY 135,MAYODAN,NC,27027,36.41119,-79.95068,ROCKINGHAM COUNTY
EAST ROWAN HIGH,7042795232,175 ST LUKE'S CHURCH RD,SALISBURY,NC,28146,35.594627,-80.424388,ROWAN COUNTY
NORTH ROWAN HIGH,7046364420,300 N WHITEHEAD AVE,SPENCER,NC,28159,35.695864,-80.424609,ROWAN COUNTY
SOUTH ROWAN HIGH,7048571161,1655 PATTERSON ST,CHINA GROVE,NC,28023,35.574567,-80.612632,ROWAN COUNTY
WEST ROWAN HIGH,7042789233,8050 NC 801 HWY,MOUNT ULLA,NC,28125,35.692269,-80.642067,ROWAN COUNTY
SALISBURY HIGH,7046361221,500 LINCOLNTON RD,SALISBURY,NC,28144,35.663685,-80.483926,ROWAN COUNTY
HENDERSON INDEPENDENT HIGH,7046393103,1215 N MAIN STREET,SALISBURY,NC,28144,35.677032,-80.457355,ROWAN COUNTY
JESSE C CARSON HIGH,7048557297,290 KRESS VENTURE DR,CHINA GROVE,NC,28023,35.566134,-80.543744,ROWAN COUNTY
CHASE HIGH,8282457668,1603 CHASE HIGH ROAD,FOREST CITY,NC,28043,35.274419,-81.843274,RUTHERFORD COUNTY
EAST RUTHERFORD HIGH,8282456424,PO BOX 668,FOREST CITY,NC,28043,35.31267,-81.85733,RUTHERFORD COUNTY
HOBBTON HIGH,9105940242,12201 HOBBTON HWY,NEWTON GROVE,NC,28366,35.178248,-78.328182,SAMPSON COUNTY
LAKEWOOD HIGH,9105255171,245 LAKEWOOD SCHOOL RD,SALEMBURG,NC,28385,34.989174,-78.502626,SAMPSON COUNTY
MIDWAY HIGH,9105676664,15375 SPIVEYS CORNER HWY,DUNN,NC,28334,35.179445,-78.477308,SAMPSON COUNTY
UNION HIGH,9105924026,455 RIVER ROAD,CLINTON,NC,28328,34.830213,-78.240802,SAMPSON COUNTY
SAMPSON EARLY COLLEGE HIGH,9105928081,1801 SUNSET AVENUE,CLINTON,NC,28329,34.991777,-78.360009,SAMPSON COUNTY
SCOTLAND HIGH,9102767370,1000 W CHURCH ST,LAURINBURG,NC,28352,34.775579,-79.473715,SCOTLAND COUNTY
SCOTLAND HIGH SCHOOL OF HEALTH,9102767370,1000 W CHURCH ST,LAURINBURG,NC,28352,34.775579,-79.473715,SCOTLAND COUNTY
SCOTLAND HIGH SCHOOL OF MATH SCIEN,9102767370,1000 W CHURCH ST,LAURINBURG,NC,28352,34.775579,-79.473715,SCOTLAND COUNTY
SCOTLAND HIGH SCHOOL OF BUSINESS,9102767370,1000 W CHURCH ST,LAURINBURG,NC,28352,34.775579,-79.473715,SCOTLAND COUNTY
SCOTLAND HIGH SCHOOL OF LEADERSHIP,9102767370,1000 W CHURCH ST,LAURINBURG,NC,28352,34.775579,-79.473715,SCOTLAND COUNTY
SCOTLAND HIGH SCHOOL OF VISUAL AND,9102767370,1000 W CHURCH ST,LAURINBURG,NC,28352,34.775579,-79.473715,SCOTLAND COUNTY
SCOTLAND EARLY COLLEGE HIGH,9102761138,RICHMOND COMMUNITY COLLEGE,HAMLET,NC,28345,34.885808,-79.717707,RICHMOND COUNTY
ALBEMARLE HIGH,7049823711,311 PARK RIDGE ROAD,ALBEMARLE,NC,28001,35.3702,-80.193403,STANLY COUNTY
NORTH STANLY HIGH,7044637358,40206 US HWY 52 N,NEW LONDON,NC,28127,35.4271,-80.210962,STANLY COUNTY
SOUTH STANLY HIGH,7044743155,40488 S STANLY SCHOOL RD,NORWOOD,NC,28128,35.231725,-80.141034,STANLY COUNTY
WEST STANLY HIGH,7044853012,306 EAST RED CROSS ROAD,OAKBORO,NC,28129,35.26711,-80.34637,STANLY COUNTY
